Categoria       Venitul        Ianuarie       Februarie      Martie         Aprilie        Mai            Iunie          Iulie          August         Septembrie     Octombrie      Noiembrie      Decembrie      
two             1646756.60     58914.83       193398.51      92352.28       107335.55      8348.25        113965.24      76126.56       218160.62      92995.46       164220.77      188105.20      332833.33      
crime           1636077.60     147571.27      1821.01        225617.13      130210.34      180656.85      243150.86      22326.93       178427.53      96919.36       211370.73      129864.18      68141.41       
mouth           1630827.41     212724.09      210851.00      163599.22      136584.15      109822.22      232831.22      140392.48      25637.10       17298.03       133944.89      94113.01       153030.00      
hand            1613384.48     34147.04       242188.11      115757.95      299107.61      277553.69      95821.35       98937.04       88866.17       37300.48       100639.24      75742.92       147322.88      
American        1602543.95     14021.28       89628.33       258480.71      110627.65      253480.76      128250.97      129018.43      69012.44       119672.02      170906.54      87396.83       172047.99      
building        1596206.26     82612.82       32838.94       178545.26      207685.92      74394.51       195250.29      132850.91      238972.60      66946.10       161795.98      94021.91       130291.02      
physical        1585758.56     46638.32       223650.93      33360.86       96992.98       29197.59       135594.68      241202.10      163915.21      210864.52      202169.40      96869.36       105302.61      
clear           1571489.47     85751.19       53393.01       188755.02      266089.25      112720.63      117090.93      179752.62      45602.91       172717.46      117081.39      49576.60       182958.46      
part            1539254.77     191499.11      178806.39      269171.75      85707.20       96481.38       129046.02      77412.13       54102.42       244617.23      69699.51       75490.34       67221.29       
forget          1532163.30     93867.64       122542.22      72968.60       187538.51      145003.61      69320.21       120377.77      52397.46       188969.92      91439.99       179960.76      207776.61      
ok              1515373.89     126618.45      108793.55      100244.68      109981.50      307767.91      72753.84       90216.48       154328.38      89480.37       192136.55      127259.43      35792.75       
form            1505883.47     186307.97      109787.92      162229.52      214598.42      73663.67       161141.61      74808.64       143487.24      48580.29       98236.20       128891.87      104150.12      
apply           1505078.50     236298.61      131076.24      100323.29      106278.47      121027.63      156033.19      25746.38       193640.08      209783.68      2008.20        43376.00       179486.73      
